u,v,key,osmid,highway,lanes,maxspeed,name,oneway,ref,reversed,length,geometry,bridge,tunnel,junction
417761154,5319269670,0,681039844,tertiary,2,,,False,,True,127.94373175019099,"LINESTRING (140.659949 36.6286585, 140.6613779 36.6285638)",,,
417761154,417761163,0,681039844,tertiary,2,,,False,,False,209.7696702216901,"LINESTRING (140.659949 36.6286585, 140.6591185 36.6287078, 140.6589959 36.6287078, 140.6588263 36.6287037, 140.6586987 36.6286929, 140.6585347 36.6286733, 140.6583868 36.6286441, 140.6582229 36.6286008, 140.6580552 36.6285439, 140.6579187 36.6284826, 140.6576939 36.6283652)",,,
417761163,5319270185,0,550742935,residential,,,,False,,False,24.108690649996046,"LINESTRING (140.6576939 36.6283652, 140.6575446 36.6285459)",,,
417761163,5319270136,0,550742935,residential,,,,False,,True,23.495504634623604,"LINESTRING (140.6576939 36.6283652, 140.6578431 36.6281911)",,,
417761163,1223593454,0,"1193602826,681039844",tertiary,2,,,False,,False,292.4313357917255,"LINESTRING (140.6576939 36.6283652, 140.656861 36.6279019, 140.6566222 36.6277691, 140.6555161 36.6271516, 140.6552419 36.6270017, 140.6549878 36.6268832)",,,
417761163,417761154,0,681039844,tertiary,2,,,False,,True,209.7696702216901,"LINESTRING (140.6576939 36.6283652, 140.6579187 36.6284826, 140.6580552 36.6285439, 140.6582229 36.6286008, 140.6583868 36.6286441, 140.6585347 36.6286733, 140.6586987 36.6286929, 140.6588263 36.6287037, 140.6589959 36.6287078, 140.6591185 36.6287078, 140.659949 36.6286585)",,,
417761744,7112975106,0,"938565138,266253494",motorway_link,1,,,True,,False,302.04195506269525,"LINESTRING (140.635547 36.6009492, 140.6356724 36.6016237, 140.6357518 36.60212, 140.6358251 36.6027263, 140.6358455 36.6029302, 140.6358625 36.6031257, 140.6358659 36.603207, 140.6358645 36.6032772, 140.6358529 36.6033404, 140.6358294 36.6033968, 140.6357988 36.6034508, 140.6357591 36.6035048, 140.6357078 36.6035532, 140.635647 36.6035943)",,,
417761744,2718266696,0,370029592,motorway,2,80,常磐自動車道,True,E6,False,532.95170991951,"LINESTRING (140.635547 36.6009492, 140.6356469 36.6012772, 140.6357495 36.6016509, 140.6358559 36.6020671, 140.6359596 36.6025305, 140.6360527 36.60298, 140.6361792 36.603677, 140.6362651 36.6042568, 140.6362983 36.604519, 140.6364017 36.6056855)",,,
417761837,417761196,0,"929150681,109213955,105367423",motorway,2,100,常磐自動車道,True,E6,False,497.2917478267244,"LINESTRING (140.669632 36.6477242, 140.6696682 36.6480026, 140.6697097 36.6485717, 140.6697222 36.6487715, 140.6697379 36.6491452, 140.669746 36.6494675, 140.6697536 36.6499843, 140.6697272 36.6507151, 140.6696864 36.6512693, 140.6696567 36.6515866, 140.6695789 36.652188)",yes,,
417761837,417754509,0,266874414,motorway_link,1,,,True,,False,736.1055914253033,"LINESTRING (140.669632 36.6477242, 140.6696224 36.6480096, 140.6696268 36.6482827, 140.6696294 36.6485697, 140.66963 36.6487649, 140.6696216 36.6491337, 140.6695903 36.6493381, 140.6695683 36.6494196, 140.6695341 36.6494971, 140.6694838 36.6495998, 140.6694181 36.6496897, 140.6693523 36.6497655, 140.6692766 36.6498355, 140.6691981 36.6498946, 140.6690942 36.6499587, 140.6688441 36.6500799, 140.6687187 36.6501437, 140.668606 36.6502099, 140.6684947 36.6502874, 140.668425 36.6503482, 140.6683579 36.6504337, 140.6683157 36.6505079, 140.6682821 36.6505902, 140.6682613 36.6506661, 140.6682546 36.6507387, 140.6682546 36.6508162, 140.6682687 36.6508915, 140.6682935 36.650955, 140.6683224 36.6510206, 140.6683592 36.6510863, 140.6684129 36.6511497, 140.6684739 36.6512143, 140.6685343 36.6512589, 140.6686107 36.651302, 140.6686892 36.6513429, 140.6687777 36.6513768, 140.6688521 36.651401, 140.6689701 36.6514252, 140.6690808 36.6514435, 140.6692041 36.6514537, 140.6693248 36.6514569, 140.6695294 36.6514602, 140.6698774 36.6514575, 140.6705131 36.6514446, 140.6709134 36.6514257, 140.6714042 36.6513994, 140.6716881 36.6514153)",,,
417763769,504241153,0,"761737233,491388946",motorway_link,1,,,True,,False,805.1433573267677,"LINESTRING (140.5721013 36.5063656, 140.5725118 36.5067484, 140.5725422 36.506788, 140.5732811 36.5074197, 140.5734167 36.5075504, 140.5735494 36.5077171, 140.5735996 36.5077928, 140.5736649 36.507911, 140.57372 36.5080554, 140.5737434 36.508164, 140.5737537 36.5082758, 140.5737487 36.5084089, 140.5737289 36.5086312, 140.5737242 36.508762, 140.5737397 36.5088828, 140.5737646 36.5089669, 140.5738072 36.5090597, 140.5738481 36.5091309, 140.5739146 36.509205, 140.5739938 36.5092728, 140.5740931 36.509341, 140.5741844 36.5093876, 140.5742809 36.5094257, 140.5743729 36.5094514, 140.57449 36.5094702, 140.5746049 36.5094794, 140.5747099 36.5094755, 140.5748158 36.5094594, 140.5749181 36.5094355, 140.5750291 36.5093969, 140.5751391 36.5093484, 140.5752698 36.5092783, 140.575418 36.509181, 140.5755266 36.5090961, 140.5755977 36.509031, 140.5756609 36.5089766, 140.575726 36.5089093, 140.5757884 36.5088399, 140.5758497 36.5087607, 140.575903 36.5086837, 140.5759576 36.5085992, 140.5760069 36.5085125, 140.5760473 36.508432, 140.5760823 36.5083514, 140.5761383 36.5081921, 140.5761823 36.5080026, 140.5762332 36.5077048, 140.5762917 36.5073207, 140.5764012 36.5068439)",yes,,
